ID,Full Name,Country,Weight,Height,Position,Team Abbreviation,Team Full Name,Total Games,Total Points,Total Assists,Total Rebounds,Total Blocks,Total Steals,Avg Points,Avg Rebounds,Avg Assists,Avg Blocks,Avg Steals,Season Games,Season Points,Season Assists,Season Rebounds,Season Blocks,Season Steals,Season Avg Points,Season Avg Rebounds,Season Avg Assists,Season Avg Blocks,Season Avg Steals,
203648,Thanasis Antetokounmpo,Greece,99.32,201,Forward,MIL,Milwaukee Bucks,232,528,130,337,37,68,2.3,1.5,0.6,0.2,0.3,,,,,,,,,,,
1628384,OG Anunoby,United Kingdom,108.84,201,Forward-Guard,NYK,New York Knicks,609,8184,1083,2703,373,809,13.4,4.4,1.8,0.6,1.3,,,,,,,,,,,
1630166,Deni Avdija,Israel,103.4,203,Forward,POR,Portland Trail Blazers,425,5643,1450,2690,200,338,13.3,6.3,3.4,0.5,0.8,,,,,,,,,,,
1629028,Deandre Ayton,Bahamas,114.29,213,Center,WAS,Washington Wizards,470,7439,708,4742,450,333,15.8,10.1,1.5,1.0,0.7,,,,,,,,,,,
1628963,Marvin Bagley III,USA,106.58,208,Forward,DEN,Denver Nuggets,538,5992,525,3355,326,237,11.1,6.2,1.0,0.6,0.4,,,,,,,,,,,
1642846,Ace Bailey,USA,90.7,206,Forward,UTA,Utah Jazz,72,993,131,302,49,60,13.8,4.2,1.8,0.7,0.8,,,,,,,,,,,
1630163,LaMelo Ball,USA,81.63,201,Guard,MIN,Minnesota Timberwolves,303,6304,2224,1726,93,427,20.8,5.7,7.3,0.3,1.4,,,,,,,,,,,
1631094,Paolo Banchero,USA,113.38,208,Forward,ORL,Orlando Magic,270,6031,1292,2000,154,218,22.3,7.4,4.8,0.6,0.8,,,,,,,,,,,
1630217,Desmond Bane,USA,97.51,198,Guard,ORL,Orlando Magic,395,7227,1517,1776,154,398,18.3,4.5,3.8,0.4,1.0,,,,,,,,,,,
1631230,Dominick Barlow,USA,101.59,206,Forward,PHI,Philadelphia 76ers,167,947,166,640,102,94,5.7,3.8,1.0,0.6,0.6,,,,,,,,,,,
203084,Harrison Barnes,USA,102.04,201,Forward,SAS,San Antonio Spurs,1147,15837,2002,5316,203,772,13.8,4.6,1.7,0.2,0.7,,,,,,,,,,,
1630567,Scottie Barnes,USA,107.48,203,Forward-Guard,TOR,Toronto Raptors,356,6204,1842,2665,383,445,17.4,7.5,5.2,1.1,1.2,,,,,,,,,,,
1642964,Brooks Barnhizer,USA,104.31,196,Guard,OKC,Oklahoma City Thunder,40,68,22,78,5,11,1.7,1.9,0.6,0.1,0.3,,,,,,,,,,,
1629628,RJ Barrett,Canada,97.05,198,Forward-Guard,TOR,Toronto Raptors,502,9561,1658,2765,148,332,19.0,5.5,3.3,0.3,0.7,,,,,,,,,,,
1629646,Charles Bassey,Nigeria,104.31,208,Center-Forward,GSW,Golden State Warriors,139,640,107,597,119,51,4.6,4.3,0.8,0.9,0.4,,,,,,,,,,,
1642419,Jamison Battle,USA,99.77,201,Forward,TOR,Toronto Raptors,120,611,77,247,13,24,5.1,2.1,0.6,0.1,0.2,,,,,,,,,,,
201587,Nicolas Batum,France,104.31,201,Guard-Forward,LAC,LA Clippers,1265,11873,3740,5904,758,1123,9.4,4.7,3.0,0.6,0.9,,,,,,,,,,,
203078,Bradley Beal,USA,93.88,193,Guard,LAC,LA Clippers,807,17306,3442,3251,339,885,21.4,4.0,4.3,0.4,1.1,,,,,,,,,,,
