Player ID,Full Name,Total Games,Total Points,Total Rebounds,Total Assists,Total Steals,Total Blocks,MVPs,Finals MVPs,All-Star Appearances,Peak PPG,Peak PPG Season,Peak RPG,Peak RPG Season,Peak APG,Peak APG Season,Peak SPG,Peak SPG Season,Peak BPG,Peak BPG Season,Total Seasons,Career Span,Position,Player Slug,Height,Country
247,Joe Dumars,1018,16402,2203,4612,902,83,0,1,6,23.5,1992-93,2.8,1989-90,5.7,1988-89,1.1,1990-91,0.2,1987-88,14,1985-86 - 1998-99,Guard,joe-dumars,190,USA
1495,Tim Duncan,1392,26496,15091,4225,1025,3020,2,3,15,25.5,2001-02,12.9,2002-03,3.9,2002-03,0.9,1998-99,2.9,2002-03,19,1997-98 - 2015-16,Center-Forward,tim-duncan,211,US Virgin Islands
76663,Leroy Ellis,1127,11147,9486,1544,146,151,0,0,0,15.9,1970-71,12.3,1970-71,3.2,1970-71,1.1,1973-74,1.1,1973-74,14,1962-63 - 1975-76,Forward,leroy-ellis,211,USA
76673,Alex English,1271,26931,7143,4575,1140,895,0,0,8,29.8,1985-86,9.4,1979-80,5.3,1981-82,1.4,1982-83,1.5,1982-83,15,1976-77 - 1990-91,Forward,alex-english,203,USA
76681,Julius Erving,836,18364,5601,3224,1508,1293,1,0,11,26.9,1979-80,8.5,1976-77,4.6,1978-79,2.2,1979-80,1.8,1982-83,11,1976-77 - 1986-87,Forward,julius-erving,201,USA
121,Patrick Ewing,1183,24815,11607,2215,1136,2894,0,0,11,28.6,1989-90,12.1,1992-93,3,1990-91,1.5,1988-89,4,1989-90,17,1985-86 - 2001-02,Center,patrick-ewing,213,Jamaica
76744,Larry Foust,817,11198,8041,1368,0,0,0,0,8,17,1954-55,13.4,1953-54,3,1951-52,0,1950-51,0,1950-51,12,1950-51 - 1961-62,Center,larry-foust,206,USA
76750,Walt Frazier,825,15581,4830,5040,681,63,0,0,7,23.2,1971-72,7.3,1972-73,8.2,1969-70,2.4,1974-75,0.3,1979-80,13,1967-68 - 1979-80,Guard,walt-frazier,193,USA
76773,Harry Gallatin,682,8843,6684,1208,0,0,0,0,7,15,1956-57,15.2,1953-54,2.7,1950-51,0,1948-49,0,1948-49,10,1948-49 - 1957-58,Forward,harry-gallatin,198,USA
708,Kevin Garnett,1509,26394,14973,5522,1905,2054,1,0,15,24.2,2003-04,13.9,2003-04,6,2002-03,1.7,1997-98,2.2,2003-04,21,1995-96 - 2015-16,Forward,kevin-garnett,211,USA
2200,Pau Gasol,1322,22258,11995,4188,641,2054,0,0,6,20.8,2006-07,11.8,2014-15,4.6,2005-06,0.7,2004-05,2.1,2006-07,18,2001-02 - 2018-19,Center-Forward,pau-gasol,213,Spain
76804,George Gervin,791,20708,3607,2214,941,670,0,0,9,33.1,1979-80,5.5,1976-77,3.7,1977-78,1.7,1978-79,1.3,1977-78,10,1976-77 - 1985-86,Guard,george-gervin,201,USA
600014,Artis Gilmore,980,15844,9372,1798,485,1777,0,0,6,23.7,1978-79,13.1,1977-78,3.3,1978-79,0.6,1978-79,2.7,1981-82,12,1976-77 - 1987-88,Center,artis-gilmore,218,USA
270,Horace Grant,1165,12996,9443,2575,1143,1136,0,0,1,15.1,1993-94,11,1993-94,3.4,1993-94,1.5,1996-97,1.6,1991-92,17,1987-88 - 2003-04,Center,horace-grant,208,USA
920,A.C. Green,1361,12928,10129,1469,1103,562,0,0,1,14.7,1993-94,9.3,1991-92,1.7,1993-94,1.1,1988-89,1,1986-87,16,1985-86 - 2000-01,Forward,ac-green,206,USA
76867,Johnny Green,1213,13958,10273,1636,0,0,0,0,4,18,1962-63,13.3,1961-62,2.4,1961-62,0,1959-60,0,1959-60,14,1959-60 - 1972-73,Forward,johnny-green,196,USA
76882,Hal Greer,1122,21586,5665,4540,0,0,0,0,10,24.1,1967-68,7.4,1961-62,5.1,1969-70,0,1958-59,0,1958-59,15,1958-59 - 1972-73,Guard,hal-greer,188,USA
201933,Blake Griffin,869,16260,6762,3529,698,392,0,0,6,24.5,2018-19,12.1,2010-11,6.2,2017-18,1.2,2012-13,0.7,2011-12,13,2010-11 - 2022-23,Forward,blake-griffin,206,USA
76902,Richie Guerin,848,14676,4278,4211,0,0,0,0,6,29.5,1961-62,7.9,1960-61,6.9,1961-62,0,1956-57,0,1956-57,13,1956-57 - 1969-70,Guard,richie-guerin,193,USA
76916,Happy Hairston,920,14124,9411,1484,116,28,0,0,0,20.6,1969-70,13.5,1973-74,2.7,1973-74,0.8,1973-74,0.2,1973-74,11,1964-65 - 1974-75,Forward,happy-hairston,201,USA
896,Tim Hardaway,1015,17242,3208,8013,1617,156,0,0,5,23.4,1991-92,4,1990-91,10.6,1992-93,2.6,1990-91,0.2,1995-96,13,1989-90 - 2002-03,Guard,tim-hardaway,183,USA
76970,John Havlicek,1270,26395,8007,6114,476,117,0,1,13,28.9,1970-71,9,1970-71,7.5,1970-71,1.3,1974-75,0.4,1973-74,16,1962-63 - 1977-78,Forward,john-havlicek,196,USA
76979,Elvin Hayes,1303,27313,16279,2398,864,1771,0,0,12,28.7,1970-71,18.1,1973-74,3.3,1971-72,1.9,1974-75,3,1973-74,16,1968-69 - 1983-84,Forward,elvin-hayes,206,USA
76988,Tom Heinsohn,654,12194,5749,1318,0,0,0,0,6,22.1,1961-62,10.6,1959-60,2.5,1958-59,0,1956-57,0,1956-57,9,1956-57 - 1964-65,Forward,tom-heinsohn,201,USA
255,Grant Hill,1026,17137,6169,4252,1248,576,0,0,7,25.8,1999-00,9.8,1995-96,7.3,1996-97,1.8,1996-97,0.9,1994-95,18,1994-95 - 2012-13,Forward,grant-hill,203,USA
2730,Dwight Howard,1242,19485,14627,1676,1081,2228,0,0,8,22.9,2010-11,14.5,2011-12,1.9,2006-07,1.5,2011-12,2.9,2008-09,18,2004-05 - 2021-22,Center-Forward,dwight-howard,208,USA
436,Juwan Howard,1412,18979,8688,3082,946,402,0,0,1,22.1,1995-96,8.4,1994-95,4.4,1995-96,1.3,1997-98,0.6,2001-02,19,1994-95 - 2012-13,Forward,juwan-howard,206,USA
77070,Bailey Howell,950,17770,9383,1853,0,0,0,0,6,23.6,1960-61,14.4,1960-61,2.9,1962-63,0,1959-60,0,1959-60,12,1959-60 - 1970-71,Forward,bailey-howell,201,USA
77074,Lou Hudson,890,17940,3926,2432,516,98,0,0,6,27.1,1972-73,6.6,1968-69,4,1971-72,2.5,1973-74,0.4,1973-74,13,1966-67 - 1978-79,Forward,lou-hudson,196,USA
2738,Andre Iguodala,1231,13968,6047,5147,1765,633,0,1,1,19.9,2007-08,6.5,2009-10,6.3,2010-11,2.1,2007-08,1,2019-20,19,2004-05 - 2022-23,Guard-Forward,andre-iguodala,198,USA
947,Allen Iverson,1064,27457,3839,6488,2213,185,1,0,11,33,2005-06,4.9,1998-99,7.9,2004-05,2.8,2001-02,0.3,2008-09,14,1996-97 - 2009-10,Guard,allen-iverson,183,USA
349,Mark Jackson,1461,13932,5663,11930,1789,136,0,0,1,16.9,1988-89,5.2,1996-97,12.3,1996-97,2.5,1987-88,0.2,1994-95,17,1987-88 - 2003-04,Guard,mark-jackson,190,USA
1712,Antawn Jamison,1149,21277,8712,1845,1119,442,0,0,2,24.9,2000-01,10.2,2007-08,2.3,2004-05,1.4,2000-01,0.7,2011-12,16,1998-99 - 2013-14,Forward,antawn-jamison,206,USA
77141,Dennis Johnson,1100,15535,4249,5499,1477,675,0,1,5,19.5,1981-82,5.1,1981-82,7.8,1987-88,1.8,1979-80,1.2,1978-79,14,1976-77 - 1989-90,Guard,dennis-johnson,193,USA
2207,Joe Johnson,1490,22352,5780,5581,1209,291,0,0,7,25,2006-07,5.1,2004-05,6.5,2005-06,1.3,2005-06,0.4,2001-02,18,2001-02 - 2021-22,Guard-Forward,joe-johnson,201,USA
134,Kevin Johnson,815,13859,2595,7148,1185,200,0,0,3,22.5,1989-90,4.2,1987-88,12.2,1988-89,2.1,1990-91,0.4,1992-93,12,1987-88 - 1999-00,Guard,kevin-johnson,185,USA
77142,Magic Johnson,906,17707,6559,10141,1724,374,3,3,12,23.9,1986-87,9.6,1981-82,13.1,1983-84,3.4,1980-81,0.7,1983-84,13,1979-80 - 1995-96,Forward-Guard,magic-johnson,206,USA
77169,Neil Johnston,516,10023,5856,1269,0,0,0,0,6,24.4,1953-54,15.1,1954-55,3.2,1955-56,0,1951-52,0,1951-52,8,1951-52 - 1958-59,Center,neil-johnston,203,USA
893,Michael Jordan,1072,32292,6672,5633,2514,893,5,6,14,37.1,1986-87,8,1988-89,8,1988-89,3.2,1987-88,1.6,1987-88,15,1984-85 - 2002-03,Guard,michael-jordan,198,USA
431,Shawn Kemp,1051,15347,8834,1704,1185,1279,0,0,6,20.5,1998-99,11.4,1995-96,2.6,1993-94,1.8,1993-94,2.1,1993-94,14,1989-90 - 2002-03,Forward,shawn-kemp,208,USA
77248,Johnny Kerr,905,12480,10092,2004,0,0,0,0,3,17.8,1958-59,14.7,1961-62,3.4,1963-64,0,1954-55,0,1954-55,12,1954-55 - 1965-66,Center,johnny-kerr,206,USA
